busco_id,chr1,chr2,start1,end1,start2,end2,strand1,strand2,is_flipped
296669at7147,OU343116.1,OY284470.1,6144609,6157106,1744713,1757128,+,+,False
296681at7147,OU343118.1,OY284472.1,41998823,42000402,29310437,29311955,-,-,False
296691at7147,OU343115.1,OY284469.1,3353811,3355593,22286480,22288470,-,-,False
296695at7147,OU343116.1,OY284470.1,53917979,53919801,20248007,20249593,+,+,False
296706at7147,OU343117.1,OY284471.1,22250491,22254953,27892178,27895422,-,+,True
29676at7147,OU343114.1,OY284468.1,46862836,46871343,33952767,34031525,-,-,False
296850at7147,OU343117.1,OY284471.1,44523146,44544388,38241938,38262948,-,-,False
2969at7147,OU343114.1,OY284468.1,25671109,25685109,39358507,39371826,+,+,False
297115at7147,OU343114.1,OY284468.1,11266432,11280633,42964534,42972900,+,+,False
297283at7147,OU343118.1,OY284472.1,1413160,1424575,39725809,39733763,-,-,False
297491at7147,OU343115.1,OY284469.1,68864333,68866860,795872,798570,-,-,False
297503at7147,OU343115.1,OY284469.1,56324135,56354824,2801143,2808905,-,-,False
297571at7147,OU343114.1,OY284468.1,44590389,44603521,38543944,38556733,+,-,True
297594at7147,OU343117.1,OY284471.1,4520179,4521195,7593359,7594346,-,+,True
297610at7147,OU343114.1,OY284468.1,91130854,91161245,32868690,32889707,-,-,False
297732at7147,OU343115.1,OY284469.1,65773460,65786906,37867634,37899441,-,-,False
297739at7147,OU343115.1,OY284469.1,52326095,52329220,2635497,2637447,+,-,True
297773at7147,OU343118.1,OY284472.1,34951834,34952200,22232034,22232387,-,+,True
297810at7147,OU343117.1,OY284471.1,5885475,5887867,8468231,8469961,+,-,True
297825at7147,OU343115.1,OY284469.1,51013320,51015114,16663977,16665905,+,+,False
297866at7147,OU343116.1,OY284470.1,31546408,31662789,12509326,12598491,-,+,True
297885at7147,OU343116.1,OY284470.1,47405297,47407179,10501100,10503069,+,-,True
297900at7147,OU343118.1,OY284472.1,22129740,22132141,7953375,7955815,-,+,True
297901at7147,OU343117.1,OY284471.1,33889763,33896087,46477406,46482343,+,+,False
297932at7147,OU343116.1,OY284470.1,42710973,42711874,8111599,8112427,+,-,True
297946at7147,OU343118.1,OY284472.1,13669193,13670007,31850529,31851378,+,+,False
297964at7147,OU343118.1,OY284472.1,24754747,24755824,36620618,36621563,+,+,False
298052at7147,OU343118.1,OY284472.1,25475644,25481991,34322007,34326308,+,-,True
298064at7147,OU343117.1,OY284471.1,16781952,16786066,24051166,24053413,+,-,True
298096at7147,OU343114.1,OY284468.1,84499350,84504282,46716763,46721394,+,+,False
298591at7147,OU343114.1,OY284468.1,62542584,62543313,52769205,52770541,+,-,True
298728at7147,OU343119.1,OY284473.1,1547588,1548106,29095197,29095730,-,+,True
298828at7147,OU343114.1,OY284468.1,68867435,68871960,27786387,27789138,+,+,False
298856at7147,OU343114.1,OY284468.1,28633871,28636050,46490010,46491913,+,-,True
298916at7147,OU343117.1,OY284471.1,8438377,8440223,32509524,32510651,+,+,False
299018at7147,OU343117.1,OY284471.1,8063557,8064921,37023183,37024076,+,+,False
299091at7147,OU343114.1,OY284468.1,10640869,10642021,16412130,16413385,-,+,True
299208at7147,OU343118.1,OY284472.1,25684270,25684869,34965813,34966359,+,+,False
299296at7147,OU343115.1,OY284469.1,41530938,41531630,22652675,22653417,+,-,True
299616at7147,OU343118.1,OY284472.1,25043289,25045308,35366196,35368194,+,-,True
299634at7147,OU343117.1,OY284471.1,29556725,29562417,163861,169420,-,-,False
299666at7147,OU343116.1,OY284470.1,30078235,30081891,28027420,28030185,+,+,False
299672at7147,OU343118.1,OY284472.1,3098097,3100101,5388324,5390298,-,+,True
299690at7147,OU343115.1,OY284472.1,6886791,6889432,9699233,9701192,+,-,True
299836at7147,OU343118.1,OY284472.1,14164530,14165956,31773451,31775108,+,-,True
299862at7147,OU343119.1,OY284470.1,407042,408888,44979876,44980631,+,+,False
300243at7147,OU343115.1,OY284469.1,65837061,65842238,37948529,37953939,+,+,False
300251at7147,OU343115.1,OY284472.1,23929790,23932174,16149042,16170057,-,+,True
300291at7147,OU343114.1,OY284468.1,28394895,28436767,44402079,44428317,+,+,False
300552at7147,OU343117.1,OY284471.1,36366002,36368192,40504887,40507210,+,-,True
300625at7147,OU343114.1,OY284468.1,8119650,8136864,69392819,69402716,+,+,False
300691at7147,OU343116.1,OY284470.1,3937455,3937794,40874884,40875221,-,+,True
30071at7147,OU343114.1,OY284468.1,25404849,25477107,39219140,39255198,+,+,False
300778at7147,OU343116.1,OY284470.1,33123353,33126290,15913690,15916150,+,-,True
300838at7147,OU343115.1,OY284469.1,4943192,4944091,34223366,34224301,-,-,False
300918at7147,OU343116.1,OY284470.1,47424086,47427316,10475964,10478836,+,-,True
300956at7147,OU343114.1,OY284468.1,32666174,32677743,8519937,8546668,-,-,False
301031at7147,OU343114.1,OY284468.1,3820046,3820551,68141943,68142657,-,-,False
301098at7147,OU343118.1,OY284472.1,29716450,29722746,33397422,33400874,+,-,True
301263at7147,OU343116.1,OY284470.1,26367427,26369090,1901037,1902713,+,+,False
301408at7147,OU343117.1,OY284471.1,7121921,7125408,7760718,7763080,+,-,True
301539at7147,OU343115.1,OY284469.1,61943288,61944547,49009966,49016375,+,-,True
301586at7147,OU343115.1,OY284469.1,49385332,49389744,56537686,56541871,+,+,False
301684at7147,OU343118.1,OY284470.1,19802866,19803327,38131452,38131916,-,+,True
301691at7147,OU343117.1,OY284471.1,43515537,43518923,21183938,21187389,+,+,False
301697at7147,OU343115.1,OY284469.1,9602886,9605441,54326308,54328917,-,+,True
301738at7147,OU343115.1,OY284469.1,41295603,41302068,22855971,22860161,+,-,True
301802at7147,OU343116.1,OY284470.1,7266015,7421068,518839,542315,-,-,False
301812at7147,OU343115.1,OY284469.1,53760880,53761811,24682834,24683582,+,-,True
301911at7147,OU343115.1,OY284469.1,53906972,53910213,18123649,18125479,+,-,True
302131at7147,OU343114.1,OY284468.1,19761133,19775808,32185429,32201202,+,+,False
302156at7147,OU343115.1,OY284469.1,8105974,8107066,32732058,32733590,-,-,False
302314at7147,OU343117.1,OY284471.1,25126089,25132356,46411423,46416713,+,+,False
302345at7147,OU343114.1,OY284468.1,42116908,42118545,49306215,49307717,+,-,True
302362at7147,OU343115.1,OY284469.1,65274379,65275388,37269235,37270727,+,-,True
302392at7147,OU343118.1,OY284472.1,30134234,30217817,36726513,36736785,-,-,False
302405at7147,OU343114.1,OY284468.1,9920255,9922090,8203296,8207588,-,+,True
302468at7147,OU343116.1,OY284470.1,338363,339211,44798237,44799708,+,+,False
302560at7147,OU343115.1,OY284469.1,52446986,52478688,2563991,2576912,+,-,True
302595at7147,OU343115.1,OY284468.1,23185451,23187177,65323105,65324569,-,-,False
302762at7147,OU343118.1,OY284472.1,12615524,12619487,18782147,18784350,+,+,False
302851at7147,OU343116.1,OY284470.1,51572234,51581192,12680284,12689087,+,+,False
302920at7147,OU343117.1,OY284471.1,18604368,18611483,23166651,23174515,-,+,True
303019at7147,OU343115.1,OY284469.1,50189969,50190654,16022239,16022959,+,+,False
303109at7147,OU343114.1,OY284468.1,31682606,31689578,43294589,43299323,-,+,True
303198at7147,OU343117.1,OY284471.1,20497072,20500107,39027095,39028943,-,-,False
303297at7147,OU343118.1,OY284472.1,13656107,13666530,31840709,31849060,-,-,False
303335at7147,OU343115.1,OY284469.1,69581817,69584127,2017126,2019207,+,-,True
303353at7147,OU343116.1,OY284471.1,16340954,16352142,1026841,1116433,+,-,True
303404at7147,OU343118.1,OY284472.1,43699001,43700491,37211718,37213199,+,-,True
303443at7147,OU343117.1,OY284471.1,29563171,29564148,169963,171069,+,+,False
303520at7147,OU343116.1,OY284470.1,44123970,44124649,14910419,14911185,-,-,False
303635at7147,OU343114.1,OY284468.1,31436825,31440369,29895039,29897951,-,-,False
303659at7147,OU343114.1,OY284468.1,22257126,22261379,24953783,24957669,-,-,False
303810at7147,OU343114.1,OY284468.1,15777859,15778249,31744640,31745068,-,+,True
304040at7147,OU343114.1,OY284468.1,9532365,9639579,62729914,62762405,-,-,False
304215at7147,OU343118.1,OY284472.1,1294142,1296437,6660734,6663019,-,+,True
304387at7147,OU343116.1,OY284470.1,35820066,35821004,29950090,29951025,+,-,True
304533at7147,OU343116.1,OY284470.1,27808432,27812999,3005374,3008782,-,-,False
304708at7147,OU343116.1,OY284470.1,12779109,12782738,7469130,7473681,-,+,True
304872at7147,OU343116.1,OY284470.1,6780450,6785510,23375090,23378130,+,+,False
304892at7147,OU343117.1,OY284471.1,20437768,20438580,39022296,39023579,+,+,False
304895at7147,OU343118.1,OY284472.1,16210751,16213418,9281781,9284679,-,-,False
305005at7147,OU343114.1,OY284468.1,49141081,49145931,47169275,47170970,-,+,True
305080at7147,OU343115.1,OY284469.1,59101679,59103810,32241114,32242988,-,+,True
305135at7147,OU343117.1,OY284472.1,34961241,34964241,16182966,16185916,+,+,False
305169at7147,OU343115.1,OY284469.1,43003161,43149840,15119621,15198388,-,+,True
305196at7147,OU343116.1,OY284470.1,52641230,52643436,20179735,20181654,+,-,True
305466at7147,OU343116.1,OY284470.1,47421838,47423548,10482973,10484886,-,+,True
305612at7147,OU343116.1,OY284470.1,48920835,48931636,8890908,8899360,+,-,True
305729at7147,OU343117.1,OY284471.1,8434187,8435464,42139250,42140607,-,+,True
305895at7147,OU343114.1,OY284468.1,54738892,54745020,54401706,54404482,-,+,True
305925at7147,OU343116.1,OY284470.1,42707550,42708911,8114285,8115662,+,-,True
305949at7147,OU343114.1,OY284468.1,60160192,60198474,47321936,47343200,-,-,False
306096at7147,OU343115.1,OY284469.1,1670155,1671076,10727983,10728872,-,-,False
306279at7147,OU343116.1,OY284470.1,1375316,1378107,45720454,45722578,-,-,False
306523at7147,OU343115.1,OY284469.1,45484706,45489496,13374838,13377749,-,+,True
306684at7147,OU343116.1,OY284470.1,16385851,16403281,38524007,38591847,-,-,False
306719at7147,OU343116.1,OY284470.1,37774599,37779030,30998548,31002937,+,+,False
306780at7147,OU343117.1,OY284471.1,27156242,27160306,19319097,19325962,+,-,True
306810at7147,OU343117.1,OY284471.1,189022,189826,7668226,7668962,-,-,False
306812at7147,OU343118.1,OY284472.1,42991381,42992161,27246730,27247871,-,-,False
306844at7147,OU343117.1,OY284471.1,41422955,41461639,970401,974167,-,+,True
307172at7147,OU343115.1,OY284469.1,42598371,42602548,15481900,15485648,-,+,True
307255at7147,OU343114.1,OY284468.1,396603,436635,65868143,65944258,-,+,True
307277at7147,OU343114.1,OY284468.1,42709259,42710107,49048179,49048973,-,+,True
307283at7147,OU343115.1,OY284469.1,14643963,14644634,12555733,12556479,+,-,True
307441at7147,OU343114.1,OY284468.1,48786293,48891818,34736077,34776840,+,+,False
307476at7147,OU343117.1,OY284470.1,7878914,7879546,45153186,45153933,+,-,True
307987at7147,OU343114.1,OY284468.1,8462849,8485524,69245724,69255415,-,-,False
307989at7147,OU343116.1,OY284470.1,41957600,41958757,23047061,23048248,-,-,False
308180at7147,OU343117.1,OY284471.1,26276494,26280771,46246195,46248592,+,+,False
308242at7147,OU343114.1,OY284468.1,36486996,36487576,52215993,52216558,-,+,True
308330at7147,OU343118.1,OY284472.1,22826044,22829091,8548670,8551992,+,-,True
308369at7147,OU343116.1,OY284470.1,6420752,6423425,4452989,4455345,+,+,False
308466at7147,OU343117.1,OY284468.1,47651957,47670516,44232965,44234568,-,-,False
308534at7147,OU343115.1,OY284469.1,23471949,23498796,34301037,34312682,-,-,False
308577at7147,OU343116.1,OY284470.1,38326179,38328085,8006479,8008256,-,+,True
308627at7147,OU343114.1,OY284468.1,29272929,29277744,21298112,21303407,+,-,True
308630at7147,OU343114.1,OY284468.1,55512643,55517241,54794956,54796450,+,+,False
308633at7147,OU343114.1,OY284468.1,29510846,29548504,20994290,21051392,+,-,True
308668at7147,OU343114.1,OY284468.1,56163275,56177757,10281970,10307977,+,-,True
308691at7147,OU343118.1,OY284472.1,22313215,22313686,7572928,7573451,+,-,True
308713at7147,OU343118.1,OY284471.1,19783426,19785221,28007914,28009859,+,+,False
308728at7147,OU343116.1,OY284470.1,38777016,38779406,27743748,27745355,+,-,True
308760at7147,OU343116.1,OY284470.1,22073120,22074046,42676564,42677567,-,-,False
308781at7147,OU343116.1,OY284470.1,38071040,38073895,31304850,31307379,+,+,False
308882at7147,OU343114.1,OY284468.1,94485883,94493686,45385445,45392595,+,+,False
308957at7147,OU343117.1,OY284471.1,43364208,43370098,42942711,42948236,-,-,False
309117at7147,OU343118.1,OY284472.1,25017630,25018381,36542315,36542704,-,+,True
309306at7147,OU343117.1,OY284471.1,4426462,4435512,7824709,7829392,-,-,False
309374at7147,OU343118.1,OY284472.1,17726957,17731298,35274108,35278411,+,-,True
309709at7147,OU343114.1,OY284468.1,92872690,92897754,4058158,4070794,-,-,False
309819at7147,OU343118.1,OY284472.1,10230693,10237552,33682135,33686186,+,-,True
309960at7147,OU343114.1,OY284468.1,86017659,86019419,57484728,57485499,-,+,True
310082at7147,OU343114.1,OY284468.1,2358549,2362050,67067723,67070086,+,+,False
310143at7147,OU343115.1,OY284469.1,6118529,6122477,12049330,12051680,+,+,False
310180at7147,OU343118.1,OY284472.1,28863847,28869197,6109987,6113473,+,-,True
310315at7147,OU343115.1,OY284469.1,35196755,35199646,27347181,27352613,+,-,True
310363at7147,OU343118.1,OY284472.1,12293384,12294895,5811627,5813171,-,-,False
310366at7147,OU343114.1,OY284468.1,56764428,56771800,37323002,37324456,+,-,True
310451at7147,OU343114.1,OY284468.1,10561350,10586842,16167397,16172779,+,+,False
310466at7147,OU343116.1,OY284470.1,22037437,22038969,42702202,42705363,+,-,True
310503at7147,OU343116.1,OY284470.1,50020190,50048178,16278846,16307171,+,+,False
310552at7147,OU343115.1,OY284469.1,63687579,63695347,55600210,55605187,+,-,True
310580at7147,OU343115.1,OY284469.1,1944563,1945222,19837876,19838520,+,-,True
310592at7147,OU343115.1,OY284469.1,8799068,8802085,58850312,58852273,-,-,False
310595at7147,OU343117.1,OY284471.1,23021871,23025517,44719322,44722340,+,+,False
311066at7147,OU343118.1,OY284472.1,26038471,26157834,34545399,34560198,+,-,True
311102at7147,OU343115.1,OY284469.1,6242529,6245087,11714551,11717246,+,+,False
311174at7147,OU343118.1,OY284471.1,25463274,25465553,5283519,5285539,+,-,True
311225at7147,OU343114.1,OY284468.1,8847795,8856749,69119648,69128229,+,-,True
311243at7147,OU343115.1,OY284469.1,50308400,50310821,16117075,16124334,-,-,False
311252at7147,OU343116.1,OY284470.1,30417408,30442555,26712559,26735593,-,+,True
311392at7147,OU343118.1,OY284472.1,7636911,7640804,23417994,23425459,+,-,True
311417at7147,OU343114.1,OY284468.1,50568083,50570919,47682376,47684890,+,-,True
311472at7147,OU343114.1,OY284468.1,82662325,82665941,16736152,16738865,-,+,True
311661at7147,OU343117.1,OY284471.1,7829887,7833862,5722337,5726073,-,+,True
311793at7147,OU343114.1,OY284468.1,87672814,87673676,1242504,1243806,-,-,False
312007at7147,OU343116.1,OY284470.1,37294244,37295062,30477107,30477848,+,+,False
312089at7147,OU343115.1,OY284469.1,59033276,59045212,11932631,11948953,+,-,True
3120at7147,OU343117.1,OY284471.1,46405732,46406055,9977493,9977798,-,-,False
312485at7147,OU343116.1,OY284470.1,39827781,39830297,24148612,24150345,-,+,True
312584at7147,OU343115.1,OY284469.1,56798068,56799059,3152297,3153327,-,-,False
312587at7147,OU343115.1,OY284469.1,3899121,3918358,22557358,22567138,-,-,False
312756at7147,OU343117.1,OY284471.1,29565041,29566439,171429,172852,+,+,False
313016at7147,OU343119.1,OY284473.1,20841072,20843982,1514959,1518394,+,+,False
313017at7147,OU343115.1,OY284469.1,71164280,71165108,926113,926977,+,+,False
313023at7147,OU343114.1,OY284468.1,82693468,82698127,60045617,60050137,-,+,True
313075at7147,OU343114.1,OY284468.1,57255380,57372407,37040561,37096130,-,+,True
313141at7147,OU343115.1,OY284469.1,58588833,58589468,7273148,7273789,-,-,False
313187at7147,OU343115.1,OY284469.1,19346897,19398699,25822059,25853183,+,-,True
313192at7147,OU343114.1,OY284468.1,74726406,74729396,61246156,61248868,-,-,False
313308at7147,OU343116.1,OY284470.1,3155372,3181648,46900413,46919029,-,+,True
313423at7147,OU343116.1,OY284470.1,51476875,51484002,25964466,25978013,+,+,False
313468at7147,OU343114.1,OY284468.1,35709054,35726392,40701290,40727159,+,+,False
313486at7147,OU343114.1,OY284468.1,3620925,3622952,67988866,67990624,+,+,False
313690at7147,OU343116.1,OY284470.1,46444426,46449908,3136479,3140383,-,+,True
313821at7147,OU343115.1,OY284469.1,57320386,57353348,3719650,3753332,-,-,False
313877at7147,OU343114.1,OY284468.1,18052133,18055614,43642595,43645716,-,-,False
314202at7147,OU343115.1,OY284469.1,25490406,25528372,59340569,59358811,+,+,False
314587at7147,OU343116.1,OY284470.1,3496913,3506728,6641251,6645448,-,+,True
314745at7147,OU343114.1,OY284468.1,4423826,4491502,56686453,56717596,+,+,False
314920at7147,OU343118.1,OY284472.1,42302187,42323655,9447686,9470258,-,-,False
314998at7147,OU343118.1,OY284472.1,15900384,15902391,20722586,20724298,-,+,True
315235at7147,OU343117.1,OY284471.1,48938678,48959095,27002230,27028887,+,+,False
315280at7147,OU343117.1,OY284471.1,46664267,46666687,10414888,10419608,-,-,False
315296at7147,OU343114.1,OY284468.1,12336663,12374745,64159266,64186938,+,-,True
315304at7147,OU343118.1,OY284472.1,42488877,42490935,32960633,32962530,+,-,True
315365at7147,OU343115.1,OY284469.1,57626064,57627572,4126033,4127625,+,+,False
315452at7147,OU343114.1,OY284468.1,14761031,14761775,19361012,19361739,+,+,False
315460at7147,OU343115.1,OY284469.1,68868423,68869076,799966,800643,+,+,False
315625at7147,OU343118.1,OY284472.1,25252011,25256319,14564133,14569698,-,-,False
315708at7147,OU343118.1,OY284472.1,22252104,22254368,7636036,7638746,+,-,True
315852at7147,OU343114.1,OY284468.1,20545234,20546168,32837363,32838830,-,-,False
315861at7147,OU343118.1,OY284472.1,3966776,3968912,2282996,2284343,-,+,True
316051at7147,OU343114.1,OY284468.1,78229057,78230601,58399570,58400846,-,-,False
316064at7147,OU343117.1,OY284471.1,24662511,24668354,37538098,37539475,-,-,False
316175at7147,OU343118.1,OY284472.1,16661739,16663530,23193907,23195750,-,+,True
316390at7147,OU343118.1,OY284472.1,142185,151923,16233201,16244634,+,-,True
316446at7147,OU343114.1,OY284468.1,4978182,5030049,56949009,56975350,+,+,False
316547at7147,OU343116.1,OY284470.1,8813754,8825916,41311847,41319935,-,-,False
316673at7147,OU343116.1,OY284470.1,29814647,29858318,27885623,27889543,+,-,True
316714at7147,OU343114.1,OY284468.1,9455429,9459509,62701854,62703683,-,-,False
316725at7147,OU343114.1,OY284468.1,30642062,30642902,35253916,35254821,-,+,True
316818at7147,OU343116.1,OY284470.1,35589450,35600912,28789345,28798725,+,+,False
316991at7147,OU343116.1,OY284470.1,12767188,12769161,7476430,7478101,-,-,False
317118at7147,OU343116.1,OY284470.1,53426760,53429371,19515798,19518157,+,+,False
317138at7147,OU343117.1,OY284471.1,16802415,16807356,24017533,24044391,-,+,True
317194at7147,OU343118.1,OY284472.1,25413167,25452959,34839652,34857662,+,+,False
317239at7147,OU343118.1,OY284472.1,6252052,6254599,41130942,41133295,+,+,False
317266at7147,OU343117.1,OY284471.1,36685724,36687541,43880896,43882950,-,+,True
317369at7147,OU343117.1,OY284471.1,28415463,28416361,27599153,27600180,+,+,False
317464at7147,OU343115.1,OY284469.1,60224531,60232927,34044968,34056918,-,-,False
317481at7147,OU343115.1,OY284469.1,53728430,53732144,24706800,24710172,+,-,True
317550at7147,OU343115.1,OY284469.1,62173970,62176080,49138294,49152434,+,+,False
317570at7147,OU343115.1,OY284469.1,60479315,60479754,43181721,43182182,+,-,True
318210at7147,OU343115.1,OY284469.1,2211495,2212820,19674855,19676369,+,-,True
318213at7147,OU343117.1,OY284471.1,19236400,19240806,22762682,22765338,-,+,True
318245at7147,OU343114.1,OY284468.1,32640412,32643060,20499437,20504564,-,+,True
318260at7147,OU343117.1,OY284471.1,23036253,23037325,39585232,39586448,-,-,False
318425at7147,OU343114.1,OY284468.1,55690821,55692121,54796711,54798209,-,-,False
318442at7147,OU343114.1,OY284468.1,18998197,19023274,44241354,44255540,-,-,False
318454at7147,OU343118.1,OY284472.1,8817105,8818136,28842657,28844171,-,-,False
318481at7147,OU343116.1,OY284470.1,34712595,34718032,17136973,17140539,-,+,True
318596at7147,OU343115.1,OY284469.1,14573153,14582843,53645493,53654516,+,-,True
318874at7147,OU343114.1,OY284468.1,3691740,3693401,68055516,68057273,-,-,False
318883at7147,OU343116.1,OY284468.1,29302868,29311306,7364364,7375687,+,+,False
318996at7147,OU343115.1,OY284469.1,8190183,8196896,54853162,54857437,+,-,True
318998at7147,OU343117.1,OY284471.1,16894056,16938268,23981887,24007421,-,+,True
319005at7147,OU343117.1,OY284471.1,34992430,34993012,42851591,42857857,-,+,True
319170at7147,OU343117.1,OY284471.1,40804133,40804652,37777665,37778142,+,+,False
319234at7147,OU343118.1,OY284472.1,7523025,7525913,23964688,23967960,+,+,False
31943at7147,OU343117.1,OY284471.1,21556161,21558018,39526374,39530798,+,+,False
319488at7147,OU343117.1,OY284471.1,21174591,21177151,39317881,39319972,-,-,False
319697at7147,OU343114.1,OY284468.1,57898660,57945978,1627042,1656078,+,-,True
319751at7147,OU343115.1,OY284469.1,51930812,51955473,17202419,17220652,-,-,False
320147at7147,OU343118.1,OY284472.1,22435815,22443822,41091063,41096786,-,+,True
320262at7147,OU343117.1,OY284471.1,49271312,49271947,46886718,46887335,+,+,False
32033at7147,OU343114.1,OY284468.1,46845851,46846303,33949409,33949864,+,-,True
320376at7147,OU343114.1,OY284468.1,93380913,93383032,4497008,4499705,-,-,False
320463at7147,OU343116.1,OY284470.1,9013184,9086477,362196,373761,+,+,False
32054at7147,OU343114.1,OY284468.1,54587581,54588295,54315883,54316605,+,+,False
320558at7147,OU343114.1,OY284468.1,62469773,62474535,52797853,52798914,+,-,True
320612at7147,OU343116.1,OY284470.1,38431853,38445325,7903764,7919230,-,+,True
320658at7147,OU343118.1,OY284472.1,3349221,3357075,30251305,30256970,-,-,False
320959at7147,OU343116.1,OY284470.1,429621,435292,38650811,38671968,+,+,False
321048at7147,OU343114.1,OY284468.1,90614528,90615112,2880513,2881156,+,-,True
321070at7147,OU343115.1,OY284469.1,16812202,16846000,8020431,8041567,+,+,False
321152at7147,OU343115.1,OY284469.1,226362,232088,12326536,12330300,+,+,False
32137at7147,OU343114.1,OY284468.1,8357443,8374518,69285288,69288419,-,+,True
321389at7147,OU343117.1,OY284471.1,44164767,44167889,33632714,33642496,-,-,False
32183at7147,OU343116.1,OY284470.1,6789316,6789918,23379142,23379759,-,+,True
3219at7147,OU343116.1,OY284470.1,6033949,6036980,1640252,1642610,+,+,False
322025at7147,OU343115.1,OY284469.1,12856159,12858400,20801739,20803362,+,-,True
32210at7147,OU343116.1,OY284470.1,490366,493545,47583213,47584471,-,+,True
322306at7147,OU343115.1,OY284469.1,5125266,5131654,59379778,59383182,-,-,False
322366at7147,OU343114.1,OY284468.1,1191693,1193019,65131076,65132283,+,-,True
322611at7147,OU343118.1,OY284472.1,20772050,20850521,39455307,39505075,+,-,True
322647at7147,OU343116.1,OY284470.1,9882005,9883879,4520559,4522371,-,+,True
322677at7147,OU343117.1,OY284471.1,1697238,1697674,1895436,1895932,+,-,True
32273at7147,OU343115.1,OY284469.1,54205867,54208847,17917204,17918850,-,-,False
322797at7147,OU343116.1,OY284470.1,51925647,51926593,21439010,21439990,-,+,True
32289at7147,OU343116.1,OY284470.1,51953602,51956314,21425902,21427820,-,+,True
32293at7147,OU343114.1,OY284468.1,8924929,8925694,69075849,69076504,+,-,True
323400at7147,OU343118.1,OY284472.1,20252062,20310061,33628046,33645585,-,-,False
323507at7147,OU343114.1,OY284468.1,9964668,9967526,8060834,8069341,+,-,True
323574at7147,OU343114.1,OY284468.1,19286112,19300157,20469643,20487212,+,-,True
323595at7147,OU343114.1,OY284468.1,68626683,68627893,68795466,68796921,+,+,False
323631at7147,OU343116.1,OY284470.1,2227722,2229379,45056736,45058270,-,+,True
323705at7147,OU343117.1,OY284471.1,44857938,44864909,42498735,42505848,+,+,False
32370at7147,OU343118.1,OY284472.1,18357767,18358344,20239401,20240008,-,-,False
323908at7147,OU343116.1,OY284470.1,6686854,6687657,25042381,25043196,+,+,False
324327at7147,OU343114.1,OY284468.1,72288564,72330350,46169453,46181306,-,+,True
324493at7147,OU343117.1,OY284471.1,44516620,44522355,38234007,38237815,+,+,False
324790at7147,OU343117.1,OY284471.1,22654434,22658591,560111,563353,+,-,True
32487at7147,OU343114.1,OY284468.1,59076049,59095085,6486709,6500333,-,+,True
32490at7147,OU343118.1,OY284472.1,4021640,4022954,2600561,2602007,-,-,False
32518at7147,OU343116.1,OY284470.1,5529164,5531226,5843987,5845022,-,-,False
325191at7147,OU343114.1,OY284468.1,23277460,23476962,25880418,26044493,+,+,False
325193at7147,OU343119.1,OY284473.1,18681742,18689173,1288061,1292157,+,-,True
325336at7147,OU343116.1,OY284470.1,6688888,6689786,25044190,25045088,-,-,False
325416at7147,OU343117.1,OY284472.1,29230297,29231859,8897265,8900516,-,+,True
325495at7147,OU343114.1,OY284468.1,90042855,90045333,83955,86421,+,+,False
325652at7147,OU343115.1,OY284469.1,51115552,51154998,16695789,16795007,-,-,False
325730at7147,OU343115.1,OY284469.1,50522723,50632540,16309637,16336324,-,-,False
325909at7147,OU343114.1,OY284468.1,93000667,93005489,4171115,4173330,-,-,False
325919at7147,OU343118.1,OY284472.1,5251929,5271181,3389372,3402190,-,-,False
32626at7147,OU343115.1,OY284469.1,15443397,15450682,21705236,21711513,-,+,True
326289at7147,OU343117.1,OY284471.1,45832724,45838814,34248315,34254154,+,-,True
326304at7147,OU343117.1,OY284471.1,2201616,2203584,1264554,1266734,+,-,True
326427at7147,OU343114.1,OY284468.1,68696969,68702506,68829072,68832329,-,-,False
326706at7147,OU343114.1,OY284468.1,4747306,4748238,56829323,56830429,-,-,False
326721at7147,OU343118.1,OY284472.1,7305942,7372603,23753707,23820805,-,-,False
326977at7147,OU343114.1,OY284468.1,15779243,15781307,31741283,31743767,+,-,True
327080at7147,OU343114.1,OY284468.1,75871543,75886737,62281214,62287401,+,-,True
327139at7147,OU343116.1,OY284470.1,4360979,4364107,4742154,4744905,+,+,False
32720at7147,OU343114.1,OY284468.1,91938327,91941071,32859023,32862760,+,-,True
327274at7147,OU343115.1,OY284469.1,16695650,16701709,9309580,9313256,+,-,True
32727at7147,OU343116.1,OY284470.1,47033899,47035644,14416501,14417948,-,+,True
327612at7147,OU343118.1,OY284472.1,17830326,17876011,34669801,34706379,-,-,False
327836at7147,OU343118.1,OY284472.1,7975398,7975949,10461640,10462230,-,-,False
327876at7147,OU343114.1,OY284468.1,63383221,63482338,54861638,54903451,+,+,False
328111at7147,OU343114.1,OY284468.1,90920860,91007508,33427580,33492633,-,+,True
32812at7147,OU343117.1,OY284471.1,37289239,37289846,43797582,43798224,+,-,True
32815at7147,OU343114.1,OY284468.1,25303232,25306314,39160828,39162929,-,-,False
3282at7147,OU343116.1,OY284470.1,35747906,35748690,24309008,24309862,+,-,True
328340at7147,OU343114.1,OY284468.1,2398365,2400234,67104420,67106280,+,+,False
328374at7147,OU343115.1,OY284469.1,1923980,1929474,10868605,10870750,-,-,False
328432at7147,OU343115.1,OY284469.1,13113616,13136088,10380585,10393378,+,+,False
328594at7147,OU343115.1,OY284469.1,60771867,60772720,33015493,33016705,-,-,False
328697at7147,OU343116.1,OY284470.1,48273688,48274950,9593812,9605082,+,-,True
328868at7147,OU343115.1,OY284469.1,59604330,59628185,31461008,31495751,-,+,True
